route_number,origin,destination,stop_sequence,stop_name
54,"NLU, Cuttack",Puri Bus Stand,77,Puri Bus Stand
56/56E,Khordha New Bus Stand,Puri Bus Stand,1,Khordha New Bus Stand
56/56E,Khordha New Bus Stand,Puri Bus Stand,2,Khordha Hospital
56/56E,Khordha New Bus Stand,Puri Bus Stand,3,Chandichua
56/56E,Khordha New Bus Stand,Puri Bus Stand,4,Mahulgudia Square
56/56E,Khordha New Bus Stand,Puri Bus Stand,5,Jatani P.S.
56/56E,Khordha New Bus Stand,Puri Bus Stand,6,Sitaram Chowk
56/56E,Khordha New Bus Stand,Puri Bus Stand,7,Pipili Hata
56/56E,Khordha New Bus Stand,Puri Bus Stand,8,Pipili Hospital
56/56E,Khordha New Bus Stand,Puri Bus Stand,9,Pipili Court
56/56E,Khordha New Bus Stand,Puri Bus Stand,10,Danda Mukundapur
56/56E,Khordha New Bus Stand,Puri Bus Stand,11,Old Bus Stand (Khordha)
56/56E,Khordha New Bus Stand,Puri Bus Stand,12,Khordha P.S.
56/56E,Khordha New Bus Stand,Puri Bus Stand,13,Khordha Road Station
56/56E,Khordha New Bus Stand,Puri Bus Stand,14,Sitaram Chowk 1
56/56E,Khordha New Bus Stand,Puri Bus Stand,15,Danda Mukundapur Bypass
56/56E,Khordha New Bus Stand,Puri Bus Stand,16,Bank Square
56/56E,Khordha New Bus Stand,Puri Bus Stand,17,Sayeed Memorial Hospital
56/56E,Khordha New Bus Stand,Puri Bus Stand,18,Mangalpur
56/56E,Khordha New Bus Stand,Puri Bus Stand,19,Khordha Bazar
56/56E,Khordha New Bus Stand,Puri Bus Stand,20,Nilakantheswar Square
56/56E,Khordha New Bus Stand,Puri Bus Stand,21,Teisipur
56/56E,Khordha New Bus Stand,Puri Bus Stand,22,Pallahata Square
56/56E,Khordha New Bus Stand,Puri Bus Stand,23,Kudiary High School
56/56E,Khordha New Bus Stand,Puri Bus Stand,24,Satasankha
56/56E,Khordha New Bus Stand,Puri Bus Stand,25,DRDA
56/56E,Khordha New Bus Stand,Puri Bus Stand,26,Baba Somanatha Square
56/56E,Khordha New Bus Stand,Puri Bus Stand,27,Pattanaikia
56/56E,Khordha New Bus Stand,Puri Bus Stand,28,Gada Khordha
56/56E,Khordha New Bus Stand,Puri Bus Stand,29,Harirajpur Square
56/56E,Khordha New Bus Stand,Puri Bus Stand,30,Sakhigopal
56/56E,Khordha New Bus Stand,Puri Bus Stand,31,Barunei Pitha
56/56E,Khordha New Bus Stand,Puri Bus Stand,32,Budhapad
56/56E,Khordha New Bus Stand,Puri Bus Stand,33,Chandanpur
56/56E,Khordha New Bus Stand,Puri Bus Stand,34,UPHC
56/56E,Khordha New Bus Stand,Puri Bus Stand,35,Budha Somanath
56/56E,Khordha New Bus Stand,Puri Bus Stand,36,Kakudia
56/56E,Khordha New Bus Stand,Puri Bus Stand,37,Kakudia Ghata Chhaka
56/56E,Khordha New Bus Stand,Puri Bus Stand,38,PN College
56/56E,Khordha New Bus Stand,Puri Bus Stand,39,Khordha Bypass Square
56/56E,Khordha New Bus Stand,Puri Bus Stand,40,Carmel Eng. Med. School
56/56E,Khordha New Bus Stand,Puri Bus Stand,41,BSF Battalion Camp
56/56E,Khordha New Bus Stand,Puri Bus Stand,42,Padanpur
56/56E,Khordha New Bus Stand,Puri Bus Stand,43,NISER
56/56E,Khordha New Bus Stand,Puri Bus Stand,44,IIT Road
56/56E,Khordha New Bus Stand,Puri Bus Stand,45,Block Square
56/56E,Khordha New Bus Stand,Puri Bus Stand,46,Badanuagaon
56/56E,Khordha New Bus Stand,Puri Bus Stand,47,Haribhaina Square
56/56E,Khordha New Bus Stand,Puri Bus Stand,48,Jatani Municipal Council
56/56E,Khordha New Bus Stand,Puri Bus Stand,49,Badakanti
56/56E,Khordha New Bus Stand,Puri Bus Stand,50,Balimula
56/56E,Khordha New Bus Stand,Puri Bus Stand,51,Anantapur
56/56E,Khordha New Bus Stand,Puri Bus Stand,52,Matha Sahi Chhak
56/56E,Khordha New Bus Stand,Puri Bus Stand,53,Madhhipur
56/56E,Khordha New Bus Stand,Puri Bus Stand,54,Bharatipur
56/56E,Khordha New Bus Stand,Puri Bus Stand,55,Delanga Chhak
56/56E,Khordha New Bus Stand,Puri Bus Stand,56,Jaypursidi
56/56E,Khordha New Bus Stand,Puri Bus Stand,57,Pipili College Chhak
56/56E,Khordha New Bus Stand,Puri Bus Stand,58,Birapratappur
56/56E,Khordha New Bus Stand,Puri Bus Stand,59,Birapratappur Bazar
56/56E,Khordha New Bus Stand,Puri Bus Stand,60,Damodarpur Bazar
56/56E,Khordha New Bus Stand,Puri Bus Stand,61,Chandanpur Bazar
56/56E,Khordha New Bus Stand,Puri Bus Stand,62,Tulasi Chaura Chowk
56/56E,Khordha New Bus Stand,Puri Bus Stand,63,Malatipatpur
56/56E,Khordha New Bus Stand,Puri Bus Stand,64,Biraharekrushnapur
56/56E,Khordha New Bus Stand,Puri Bus Stand,65,Bata Mangala Temple
56/56E,Khordha New Bus Stand,Puri Bus Stand,66,Athara Nala
56/56E,Khordha New Bus Stand,Puri Bus Stand,67,Matiapada Square
56/56E,Khordha New Bus Stand,Puri Bus Stand,68,Puri Bus Stand
58,Jagatpur,Puri Bus Stand,1,Jagatpur
58,Jagatpur,Puri Bus Stand,2,Shikharpur
58,Jagatpur,Puri Bus Stand,3,Gandarpur
58,Jagatpur,Puri Bus Stand,4,OMP Square
58,Jagatpur,Puri Bus Stand,5,Samrat Cinema
58,Jagatpur,Puri Bus Stand,6,Link Road
58,Jagatpur,Puri Bus Stand,7,Nishamani Talkies
58,Jagatpur,Puri Bus Stand,8,Arundoya Market
58,Jagatpur,Puri Bus Stand,9,Pala Mandap
58,Jagatpur,Puri Bus Stand,10,Badambadi Bus Stand
58,Jagatpur,Puri Bus Stand,11,Badambadi Bus Stand 1
58,Jagatpur,Puri Bus Stand,12,Pala Mandap 1
58,Jagatpur,Puri Bus Stand,13,Arundoya Market 1
58,Jagatpur,Puri Bus Stand,14,Nishamani Talkies 1
58,Jagatpur,Puri Bus Stand,15,Link Road 1
58,Jagatpur,Puri Bus Stand,16,Khapuria Square
58,Jagatpur,Puri Bus Stand,17,Gopalpur Railway Station
58,Jagatpur,Puri Bus Stand,18,Balikuda
58,Jagatpur,Puri Bus Stand,19,Bhanpur
58,Jagatpur,Puri Bus Stand,20,Pratap Nagari
58,Jagatpur,Puri Bus Stand,21,Delta Gada
58,Jagatpur,Puri Bus Stand,22,Telenga Pentha
58,Jagatpur,Puri Bus Stand,23,Bamphakuda
58,Jagatpur,Puri Bus Stand,24,Nakhara Square
58,Jagatpur,Puri Bus Stand,25,Apex College
58,Jagatpur,Puri Bus Stand,26,Pahal
58,Jagatpur,Puri Bus Stand,27,Millenium City
58,Jagatpur,Puri Bus Stand,28,Utkal Heights
58,Jagatpur,Puri Bus Stand,29,Highway Honda
58,Jagatpur,Puri Bus Stand,30,Puri Canal Road
58,Jagatpur,Puri Bus Stand,31,Hanspal Square
58,Jagatpur,Puri Bus Stand,32,Hi-Tech Hospital Square
58,Jagatpur,Puri Bus Stand,33,Puri Bypass
58,Jagatpur,Puri Bus Stand,34,Pandra
58,Jagatpur,Puri Bus Stand,35,Mangraj Point (Kesora)
58,Jagatpur,Puri Bus Stand,36,SR Valley
58,Jagatpur,Puri Bus Stand,37,Sai Mandir
58,Jagatpur,Puri Bus Stand,38,Lingipur
58,Jagatpur,Puri Bus Stand,39,Dhauli Square
58,Jagatpur,Puri Bus Stand,40,Bali Sahi
58,Jagatpur,Puri Bus Stand,41,Uttara Square
58,Jagatpur,Puri Bus Stand,42,CIFA
58,Jagatpur,Puri Bus Stand,43,KEC
58,Jagatpur,Puri Bus Stand,44,Hi-Tech Heaven
58,Jagatpur,Puri Bus Stand,45,Pipili Bypass
58,Jagatpur,Puri Bus Stand,46,Pipili Over Bridge Square
58,Jagatpur,Puri Bus Stand,47,Dandamukundapur Bypass
58,Jagatpur,Puri Bus Stand,48,Mangalpur
58,Jagatpur,Puri Bus Stand,49,Teisipur
58,Jagatpur,Puri Bus Stand,50,Satasankha
58,Jagatpur,Puri Bus Stand,51,Pattanaikia
58,Jagatpur,Puri Bus Stand,52,Sakhigopal
58,Jagatpur,Puri Bus Stand,53,Chandanpur Bypass
58,Jagatpur,Puri Bus Stand,54,Birapratappur
58,Jagatpur,Puri Bus Stand,55,Birapratappur Bazar
58,Jagatpur,Puri Bus Stand,56,Damodarpur Bazar
58,Jagatpur,Puri Bus Stand,57,Chandanpur Bazar
58,Jagatpur,Puri Bus Stand,58,Tulasi Chaura Chaka
58,Jagatpur,Puri Bus Stand,59,Malatipatpur
58,Jagatpur,Puri Bus Stand,60,Biraharekrushnapur
58,Jagatpur,Puri Bus Stand,61,Bata Mangala Temple
58,Jagatpur,Puri Bus Stand,62,Athara Nala
58,Jagatpur,Puri Bus Stand,63,Matiapada Square
58,Jagatpur,Puri Bus Stand,64,Puri Bus Stand
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",1,Puri Bus Stand
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",2,Matiapada Square
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",3,Athara Nala
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",4,Bata Mangala Temple
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",5,Biraharekrushnapur
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",6,Malatipatpur
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",7,Tulasi Chaura Chaka
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",8,Chandanpur Bazar
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",9,Damodarpur Bazar
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",10,Birapratappur Bazar
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",11,Birapratappur
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",12,Chandanpur
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",13,Sakhigopal
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",14,Pattanaikia
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",15,Satasankha
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",16,Teisipur
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",17,Mangalpur
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",18,Dandamukundapur Bypass
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",19,Pipili Nimapada Chowk
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",20,Pipili Bypass
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",21,Hi-Tech Heaven
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",22,KEC
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",23,CIFA
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",24,Uttara Square
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",25,Balisahi
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",26,Dhauli Square
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",27,Lingipur
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",28,Sai Mandir
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",29,SR Valley
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",30,Mangraj Point (Kesora)
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",31,Pandra
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",32,Puri Bypass
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",33,Hi-Tech Hospital Square
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",34,Hanspal Square
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",35,Puri Canal Road
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",36,Highway Honda
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",37,Utkal Heights
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",38,Millenium City
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",39,Pahal
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",40,Apex College
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",41,Nakhara Square
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",42,Bamphakuda
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",43,Telenga Pentha
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",44,Delta Gada
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",45,Pratap Nagari
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",46,Bhanpur
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",47,Balikuda
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",48,Gopalpur Railway Station
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",49,Khapuria Square
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",50,Link Road
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",51,Nishamani Talkies
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",52,Arundoya Market
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",53,Pala Mandap
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",54,Badambadi Bus Stand
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",55,Pala Mandap
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",56,Arundoya Market
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",57,Nishamani Talkies
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",58,Link Road
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",59,Samrat Cinema
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",60,OMP Square
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",61,Gandarpur
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",62,Shikharpur
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",63,Kaliaboda Temple
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",64,Haramani Mandap
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",65,Kaliaboda Sub Post Office
59,Puri Bus Stand,"Mahanadi Vihar, Cuttack",66,Mahanadi Vihar
62,Bhubaneswar Railway Station,Suando,1,Bhubaneswar Railway Station
62,Bhubaneswar Railway Station,Suando,2,Master Canteen
62,Bhubaneswar Railway Station,Suando,3,Ashok Nagar
62,Bhubaneswar Railway Station,Suando,4,Rajmahal Square
62,Bhubaneswar Railway Station,Suando,5,Kalpana Square
62,Bhubaneswar Railway Station,Suando,6,State Museum
62,Bhubaneswar Railway Station,Suando,7,BJB College
62,Bhubaneswar Railway Station,Suando,8,NCC Canteen
62,Bhubaneswar Railway Station,Suando,9,Shree Hospital
62,Bhubaneswar Railway Station,Suando,10,Ravi Talkies
62,Bhubaneswar Railway Station,Suando,11,Kedar Gouri Temple
62,Bhubaneswar Railway Station,Suando,12,Gouri Nagar
62,Bhubaneswar Railway Station,Suando,13,Lingraj Temple Road
62,Bhubaneswar Railway Station,Suando,14,Samantarapur
62,Bhubaneswar Railway Station,Suando,15,Nuagaon
62,Bhubaneswar Railway Station,Suando,16,Sishupalgarh
62,Bhubaneswar Railway Station,Suando,17,Lingipur
62,Bhubaneswar Railway Station,Suando,18,Sri Sri Borda Hospital
62,Bhubaneswar Railway Station,Suando,19,Nathapur
62,Bhubaneswar Railway Station,Suando,20,Dhauli Square
62,Bhubaneswar Railway Station,Suando,21,Bali Sahi
62,Bhubaneswar Railway Station,Suando,22,Uttara Square
62,Bhubaneswar Railway Station,Suando,23,CIFA
62,Bhubaneswar Railway Station,Suando,24,KEC College
62,Bhubaneswar Railway Station,Suando,25,Gudia Pokhari Square
62,Bhubaneswar Railway Station,Suando,26,Siula
62,Bhubaneswar Railway Station,Suando,27,Gobardhanpur
62,Bhubaneswar Railway Station,Suando,28,Jaishpatna Chowk
62,Bhubaneswar Railway Station,Suando,29,Pipili Bypass
62,Bhubaneswar Railway Station,Suando,30,Pipili Overbridge
62,Bhubaneswar Railway Station,Suando,31,Dandamukundapur Bypass
62,Bhubaneswar Railway Station,Suando,32,Mangalpur
62,Bhubaneswar Railway Station,Suando,33,Teisipur
62,Bhubaneswar Railway Station,Suando,34,Satasankha
62,Bhubaneswar Railway Station,Suando,35,Pattanaikia
62,Bhubaneswar Railway Station,Suando,36,Mahabalapada
62,Bhubaneswar Railway Station,Suando,37,Brahmanasahi
62,Bhubaneswar Railway Station,Suando,38,Munida
62,Bhubaneswar Railway Station,Suando,39,Baral Baluknswar Temple
62,Bhubaneswar Railway Station,Suando,40,Kusameswar
62,Bhubaneswar Railway Station,Suando,41,Hariabuda
62,Bhubaneswar Railway Station,Suando,42,Panda Sahi
62,Bhubaneswar Railway Station,Suando,43,Balapur Sasan
62,Bhubaneswar Railway Station,Suando,44,Balapur Panchayat Office
62,Bhubaneswar Railway Station,Suando,45,Suando Market
62,Bhubaneswar Railway Station,Suando,46,Gopabandhu Janmapitha
63,Baramunda BSABT,"Madhabananda Temple, Niali",1,Baramunda BSABT
63,Baramunda BSABT,"Madhabananda Temple, Niali",2,Rajdhani College
63,Baramunda BSABT,"Madhabananda Temple, Niali",3,Fire Station Square
63,Baramunda BSABT,"Madhabananda Temple, Niali",4,CRPF Square
63,Baramunda BSABT,"Madhabananda Temple, Niali",5,Nayapalli
63,Baramunda BSABT,"Madhabananda Temple, Niali",6,ISKCON Temple
63,Baramunda BSABT,"Madhabananda Temple, Niali",7,NABARD
63,Baramunda BSABT,"Madhabananda Temple, Niali",8,Jaydev Vihar Flyover
63,Baramunda BSABT,"Madhabananda Temple, Niali",9,IMMT
63,Baramunda BSABT,"Madhabananda Temple, Niali",10,Acharya Vihar Square
63,Baramunda BSABT,"Madhabananda Temple, Niali",11,Vani Vihar Square
63,Baramunda BSABT,"Madhabananda Temple, Niali",12,Rasulgarh Square
63,Baramunda BSABT,"Madhabananda Temple, Niali",13,Palasuni
63,Baramunda BSABT,"Madhabananda Temple, Niali",14,Saptasati Temple
63,Baramunda BSABT,"Madhabananda Temple, Niali",15,Hi-Tech Hospital Square
63,Baramunda BSABT,"Madhabananda Temple, Niali",16,Hanspal Square
63,Baramunda BSABT,"Madhabananda Temple, Niali",17,Puri Canal Road
63,Baramunda BSABT,"Madhabananda Temple, Niali",18,Highway Honda
63,Baramunda BSABT,"Madhabananda Temple, Niali",19,Utkal Heights
63,Baramunda BSABT,"Madhabananda Temple, Niali",20,Millenium City
63,Baramunda BSABT,"Madhabananda Temple, Niali",21,Pahal
63,Baramunda BSABT,"Madhabananda Temple, Niali",22,Apex College
63,Baramunda BSABT,"Madhabananda Temple, Niali",23,Nakhara Square
63,Baramunda BSABT,"Madhabananda Temple, Niali",24,DPS Kalinga
63,Baramunda BSABT,"Madhabananda Temple, Niali",25,Synergy College
63,Baramunda BSABT,"Madhabananda Temple, Niali",26,Midland Height
63,Baramunda BSABT,"Madhabananda Temple, Niali",27,Jaypur Road
63,Baramunda BSABT,"Madhabananda Temple, Niali",28,East College
63,Baramunda BSABT,"Madhabananda Temple, Niali",29,Trinath Bazar
63,Baramunda BSABT,"Madhabananda Temple, Niali",30,Pachabati Bazar
63,Baramunda BSABT,"Madhabananda Temple, Niali",31,Bateswar Mahadev Temple
63,Baramunda BSABT,"Madhabananda Temple, Niali",32,Bhabani Nagar Phase-II
63,Baramunda BSABT,"Madhabananda Temple, Niali",33,Brahmani Jharilo
63,Baramunda BSABT,"Madhabananda Temple, Niali",34,Police Aid (Brahmani Jharilo)
63,Baramunda BSABT,"Madhabananda Temple, Niali",35,Kuranga
63,Baramunda BSABT,"Madhabananda Temple, Niali",36,Suddhananda Collge
63,Baramunda BSABT,"Madhabananda Temple, Niali",37,Ocean Water Park
63,Baramunda BSABT,"Madhabananda Temple, Niali",38,Snowman Logistics
63,Baramunda BSABT,"Madhabananda Temple, Niali",39,Bada Jharilo
63,Baramunda BSABT,"Madhabananda Temple, Niali",40,Sundargram
63,Baramunda BSABT,"Madhabananda Temple, Niali",41,Dadhichi Group
63,Baramunda BSABT,"Madhabananda Temple, Niali",42,Bagalpur Panchyat Office
63,Baramunda BSABT,"Madhabananda Temple, Niali",43,Dakhineswar Mahadev Temple
63,Baramunda BSABT,"Madhabananda Temple, Niali",44,Jharpada Road
63,Baramunda BSABT,"Madhabananda Temple, Niali",45,Kantapada
63,Baramunda BSABT,"Madhabananda Temple, Niali",46,PWD Dakabangala (Kantapada)
63,Baramunda BSABT,"Madhabananda Temple, Niali",47,Olatpur
63,Baramunda BSABT,"Madhabananda Temple, Niali",48,Sisua
63,Baramunda BSABT,"Madhabananda Temple, Niali",49,Ichhapur
63,Baramunda BSABT,"Madhabananda Temple, Niali",50,Barahipur
63,Baramunda BSABT,"Madhabananda Temple, Niali",51,Adaspur Bus Stand
63,Baramunda BSABT,"Madhabananda Temple, Niali",52,Adaspur Hospital
63,Baramunda BSABT,"Madhabananda Temple, Niali",53,Udayanath College
63,Baramunda BSABT,"Madhabananda Temple, Niali",54,Salei
63,Baramunda BSABT,"Madhabananda Temple, Niali",55,Kaliaghai Market
63,Baramunda BSABT,"Madhabananda Temple, Niali",56,R. K. Institute
63,Baramunda BSABT,"Madhabananda Temple, Niali",57,Apuja
63,Baramunda BSABT,"Madhabananda Temple, Niali",58,Nuagaon
63,Baramunda BSABT,"Madhabananda Temple, Niali",59,Niali College
63,Baramunda BSABT,"Madhabananda Temple, Niali",60,Majhikhanda Chaka
63,Baramunda BSABT,"Madhabananda Temple, Niali",61,Bank Chaka Niali
63,Baramunda BSABT,"Madhabananda Temple, Niali",62,Niali High School
63,Baramunda BSABT,"Madhabananda Temple, Niali",63,Niali P.S
63,Baramunda BSABT,"Madhabananda Temple, Niali",64,Fire Station (Niali)
63,Baramunda BSABT,"Madhabananda Temple, Niali",65,Jalaharpur
63,Baramunda BSABT,"Madhabananda Temple, Niali",66,Tolagopinatha Pur
63,Baramunda BSABT,"Madhabananda Temple, Niali",67,Panimala
63,Baramunda BSABT,"Madhabananda Temple, Niali",68,Madhab G.P
63,Baramunda BSABT,"Madhabananda Temple, Niali",69,Madhabananda High School
63,Baramunda BSABT,"Madhabananda Temple, Niali",70,Madhabananda Temple
64,Bhubaneswar Railway Station,Jatani Gate,1,Bhubaneswar Rly. Stn.
64,Bhubaneswar Railway Station,Jatani Gate,2,Master Canteen (Janpath)
64,Bhubaneswar Railway Station,Jatani Gate,3,Sriya Sq.
64,Bhubaneswar Railway Station,Jatani Gate,4,Ram Mandir
64,Bhubaneswar Railway Station,Jatani Gate,5,Satya Nagar Sq.
64,Bhubaneswar Railway Station,Jatani Gate,6,Satya Nagar
64,Bhubaneswar Railway Station,Jatani Gate,7,Maharshi College Sq.
64,Bhubaneswar Railway Station,Jatani Gate,8,Rupali Sq.
64,Bhubaneswar Railway Station,Jatani Gate,9,RD Womens College
64,Bhubaneswar Railway Station,Jatani Gate,10,Vani Vihar Sq.
64,Bhubaneswar Railway Station,Jatani Gate,11,Acharya Vihar Sq.
64,Bhubaneswar Railway Station,Jatani Gate,12,IMMT
64,Bhubaneswar Railway Station,Jatani Gate,13,Jaydev Vihar Sq.
64,Bhubaneswar Railway Station,Jatani Gate,14,NABARD
64,Bhubaneswar Railway Station,Jatani Gate,15,ISKCON Temple
64,Bhubaneswar Railway Station,Jatani Gate,16,Nayapalli
64,Bhubaneswar Railway Station,Jatani Gate,17,CRPF Sq.
64,Bhubaneswar Railway Station,Jatani Gate,18,Gopabandhu Nagar
64,Bhubaneswar Railway Station,Jatani Gate,19,Fire Station Sq.
64,Bhubaneswar Railway Station,Jatani Gate,20,Rajdhani College
64,Bhubaneswar Railway Station,Jatani Gate,21,Baramunda
64,Bhubaneswar Railway Station,Jatani Gate,22,Baramunda BSABT
64,Bhubaneswar Railway Station,Jatani Gate,23,Khandagiri Bypass
64,Bhubaneswar Railway Station,Jatani Gate,24,Khandagiri Sq.
64,Bhubaneswar Railway Station,Jatani Gate,25,Kolathia
64,Bhubaneswar Railway Station,Jatani Gate,26,Aiginia
64,Bhubaneswar Railway Station,Jatani Gate,27,Alu Godam
64,Bhubaneswar Railway Station,Jatani Gate,28,Patrapada
64,Bhubaneswar Railway Station,Jatani Gate,29,K9
64,Bhubaneswar Railway Station,Jatani Gate,30,Kalinga Vihar Sq.
64,Bhubaneswar Railway Station,Jatani Gate,31,Tamando
64,Bhubaneswar Railway Station,Jatani Gate,32,Bijipur
64,Bhubaneswar Railway Station,Jatani Gate,33,Gohiria Sq.
64,Bhubaneswar Railway Station,Jatani Gate,34,Badaraghunathpur
64,Bhubaneswar Railway Station,Jatani Gate,35,GEC
64,Bhubaneswar Railway Station,Jatani Gate,36,GITA
64,Bhubaneswar Railway Station,Jatani Gate,37,NIIS Group
64,Bhubaneswar Railway Station,Jatani Gate,38,Sanatan Harichandan College
64,Bhubaneswar Railway Station,Jatani Gate,39,Utkal University of Culture
64,Bhubaneswar Railway Station,Jatani Gate,40,Sanatan Harichandan College
64,Bhubaneswar Railway Station,Jatani Gate,41,Madanpur
64,Bhubaneswar Railway Station,Jatani Gate,42,Swami Vivekananda College
64,Bhubaneswar Railway Station,Jatani Gate,43,Durgapur
64,Bhubaneswar Railway Station,Jatani Gate,44,Infovalley P.S
64,Bhubaneswar Railway Station,Jatani Gate,45,Infosys II Main Gate
64,Bhubaneswar Railway Station,Jatani Gate,46,Infosys II
64,Bhubaneswar Railway Station,Jatani Gate,47,Bagchi Sri Shankara Hospital
64,Bhubaneswar Railway Station,Jatani Gate,48,Amrita Vidyalayam
64,Bhubaneswar Railway Station,Jatani Gate,49,Jatani Gate
65,Bhubaneswar Rly. Stn.,Wonderla Water Park-Khordha New Bus Stand,1,Bhubaneswar Rly Stn.
65,Bhubaneswar Rly. Stn.,Wonderla Water Park-Khordha New Bus Stand,2,Master Canteen Janpath
65,Bhubaneswar Rly. Stn.,Wonderla Water Park-Khordha New Bus Stand,3,Sriya Square
65,Bhubaneswar Rly. Stn.,Wonderla Water Park-Khordha New Bus Stand,4,Ram Mandir
65,Bhubaneswar Rly. Stn.,Wonderla Water Park-Khordha New Bus Stand,5,Satya Nagar Sq.
65,Bhubaneswar Rly. Stn.,Wonderla Water Park-Khordha New Bus Stand,6,Satya Nagar
65,Bhubaneswar Rly. Stn.,Wonderla Water Park-Khordha New Bus Stand,7,Maharshi College Sq.
65,Bhubaneswar Rly. Stn.,Wonderla Water Park-Khordha New Bus Stand,8,Rupali Square
65,Bhubaneswar Rly. Stn.,Wonderla Water Park-Khordha New Bus Stand,9,RD Womens College
65,Bhubaneswar Rly. Stn.,Wonderla Water Park-Khordha New Bus Stand,10,Vani Vihar
65,Bhubaneswar Rly. Stn.,Wonderla Water Park-Khordha New Bus Stand,11,Acharya Vihar Square
65,Bhubaneswar Rly. Stn.,Wonderla Water Park-Khordha New Bus Stand,12,IMMT
65,Bhubaneswar Rly. Stn.,Wonderla Water Park-Khordha New Bus Stand,13,Jaydev Vihar Square
65,Bhubaneswar Rly. Stn.,Wonderla Water Park-Khordha New Bus Stand,14,NABARD
65,Bhubaneswar Rly. Stn.,Wonderla Water Park-Khordha New Bus Stand,15,ISKCON Temple
65,Bhubaneswar Rly. Stn.,Wonderla Water Park-Khordha New Bus Stand,16,Nayapalli
65,Bhubaneswar Rly. Stn.,Wonderla Water Park-Khordha New Bus Stand,17,CRPF Square
65,Bhubaneswar Rly. Stn.,Wonderla Water Park-Khordha New Bus Stand,18,Gopabandhu Nagar
